seq,env,resource_kind,benchmark_id,scenario_name,transition_class,state_before,to_object_id,actual_ms,static_ms,latest_ms,fifo5_mean_ms,fifo5_median_ms,oracle_policy,oracle_abs_error_ms,recommended_policy,recommended_abs_error_ms,regret_ms,decision_changed,rolling_lookback,action_history_depth,kind_history_depth,active_window_level
7095,env:0fd7b54e0a2a55d4208d,source_overlay,EXACT-SOURCE-RESET,discard-private-source-tree,dirty_reset,dirty_reset,source_overlay:josdejong__jsoneditor.0319b213:root,1.026254,0.7166815,1.010757,1.0209928,1.0141,fifo5_mean,0.005261200000000077,fifo5_median,0.012153999999999998,0.006892799999999921,False,100,5,5,action
7096,env:0fd7b54e0a2a55d4208d,build_cache,EXACT-BUILD-CACHE-COLD,project-script:build,artifact_cold,artifact_cold,build_cache:josdejong__jsoneditor.0319b213:root:gulp:be56cc981d38,11582.457881,231.559285,2812.043626,2974.1223290000003,2821.351956,fifo5_mean,8608.335552,fifo5_median,8761.105925,152.77037299999938,False,100,0,5,kind
7097,env:0fd7b54e0a2a55d4208d,build_cache,EXACT-BUILD-CACHE-HIT,project-script:build,exact_hit,exact_hit,build_cache:josdejong__jsoneditor.0319b213:root:gulp:be56cc981d38,11407.277945,231.559285,11582.457881,4735.082658400001,3193.47441,latest,175.17993600000045,fifo5_median,8213.803535,8038.623598999999,False,100,0,5,kind
7098,env:0fd7b54e0a2a55d4208d,build_cache,EXACT-BUILD-CACHE-COLD,project-script:build,artifact_cold,artifact_cold,build_cache:josdejong__jsoneditor.0319b213:root:gulp:be56cc981d38,11286.07499,231.559285,11407.277945,6377.8433654,3266.085419,latest,121.20295500000066,fifo5_median,8019.989570999999,7898.7866159999985,False,100,1,5,kind
7099,env:0fd7b54e0a2a55d4208d,build_cache,EXACT-BUILD-CACHE-HIT,project-script:build,exact_hit,exact_hit,build_cache:josdejong__jsoneditor.0319b213:root:gulp:be56cc981d38,11093.294785,231.559285,11286.07499,8070.7879722,11286.07499,latest,192.7802049999991,latest,192.7802049999991,0.0,True,100,1,5,kind
7100,env:0fd7b54e0a2a55d4208d,build_cache,EXACT-BUILD-CACHE-COLD,project-script:build,artifact_cold,artifact_cold,build_cache:josdejong__jsoneditor.0319b213:root:gulp:be56cc981d38,11239.261145,231.559285,11093.294785,9636.229845400001,11286.07499,fifo5_median,46.813844999998764,latest,145.96636000000035,99.15251500000159,False,100,2,5,kind
7101,env:0fd7b54e0a2a55d4208d,build_cache,EXACT-BUILD-CACHE-HIT,project-script:build,exact_hit,exact_hit,build_cache:josdejong__jsoneditor.0319b213:root:gulp:be56cc981d38,11418.736975,231.559285,11239.261145,11321.6733492,11286.07499,fifo5_mean,97.0636257999995,latest,179.4758299999994,82.4122041999999,False,100,2,5,kind
7102,env:0fd7b54e0a2a55d4208d,build_cache,EXACT-BUILD-CACHE-COLD,project-script:build,artifact_cold,artifact_cold,build_cache:josdejong__jsoneditor.0319b213:root:gulp:be56cc981d38,11285.600661,231.559285,11418.736975,11288.929167999999,11286.07499,fifo5_median,0.474328999998761,latest,133.1363139999994,132.66198500000064,False,100,3,5,kind
7103,env:0fd7b54e0a2a55d4208d,build_cache,EXACT-BUILD-CACHE-HIT,project-script:build,exact_hit,exact_hit,build_cache:josdejong__jsoneditor.0319b213:root:gulp:be56cc981d38,10980.388089,231.559285,11285.600661,11264.5937112,11285.600661,fifo5_mean,284.2056221999992,latest,305.21257200000036,21.006949800001166,False,100,3,5,kind
7104,env:0fd7b54e0a2a55d4208d,build_cache,EXACT-BUILD-CACHE-COLD,project-script:build,artifact_cold,artifact_cold,build_cache:josdejong__jsoneditor.0319b213:root:gulp:be56cc981d38,11184.414527,231.559285,10980.388089,11203.456331,11239.261145,fifo5_mean,19.041803999998592,latest,204.02643800000078,184.9846340000022,False,100,4,5,kind
7105,env:0fd7b54e0a2a55d4208d,build_cache,EXACT-BUILD-CACHE-HIT,project-script:build,exact_hit,exact_hit,build_cache:josdejong__jsoneditor.0319b213:root:gulp:be56cc981d38,11147.650147,231.559285,11184.414527,11221.6802794,11239.261145,latest,36.76438000000053,latest,36.76438000000053,0.0,False,100,4,5,kind
7106,env:0fd7b54e0a2a55d4208d,build_cache,EXACT-BUILD-CACHE-COLD,project-script:build,artifact_cold,artifact_cold,build_cache:josdejong__jsoneditor.0319b213:root:gulp:be56cc981d38,10981.349074,231.559285,11184.414527,11315.561840800001,11285.600661,latest,203.06545300000107,latest,203.06545300000107,0.0,False,100,5,5,action
7107,env:0fd7b54e0a2a55d4208d,build_cache,EXACT-BUILD-CACHE-HIT,project-script:build,exact_hit,exact_hit,build_cache:josdejong__jsoneditor.0319b213:root:gulp:be56cc981d38,11465.598607,231.559285,11147.650147,11209.4695882,11147.650147,fifo5_mean,256.12901880000027,latest,317.9484599999996,61.819441199999346,False,100,5,5,action
7108,env:0fd7b54e0a2a55d4208d,build_cache,EXACT-BUILD-CACHE-COLD,project-script:build,artifact_cold,artifact_cold,build_cache:josdejong__jsoneditor.0319b213:root:gulp:be56cc981d38,11257.797516,231.559285,10981.349074,11195.3400794,11239.261145,fifo5_median,18.536371000000145,latest,276.4484420000008,257.91207100000065,False,100,5,5,action
7109,env:0fd7b54e0a2a55d4208d,build_cache,EXACT-BUILD-CACHE-HIT,project-script:build,exact_hit,exact_hit,build_cache:josdejong__jsoneditor.0319b213:root:gulp:be56cc981d38,11015.274149,231.559285,11465.598607,11221.133720599999,11147.650147,fifo5_median,132.37599799999953,latest,450.32445799999914,317.9484599999996,False,100,5,5,action
7110,env:0fd7b54e0a2a55d4208d,test_transform_cache,EXACT-TEST-CACHE-COLD,project-script:test,artifact_cold,artifact_cold,test_transform_cache:josdejong__jsoneditor.0319b213:root:mocha:be56cc981d38,2111.43726,358.198352,7038.315343,6843.9361642,7038.315343,static,1753.2389080000003,latest,4926.878083,3173.6391749999993,False,100,0,5,kind
7111,env:0fd7b54e0a2a55d4208d,test_transform_cache,EXACT-TEST-CACHE-HIT,project-script:test,exact_hit,exact_hit,test_transform_cache:josdejong__jsoneditor.0319b213:root:mocha:be56cc981d38,1335.355735,358.198352,2111.43726,6088.1502214,7038.315343,latest,776.081525,latest,776.081525,0.0,False,100,0,5,kind
7112,env:0fd7b54e0a2a55d4208d,test_transform_cache,EXACT-TEST-CACHE-COLD,project-script:test,artifact_cold,artifact_cold,test_transform_cache:josdejong__jsoneditor.0319b213:root:mocha:be56cc981d38,2123.63305,358.198352,1335.355735,4845.873147,5929.336217,latest,788.2773149999998,latest,788.2773149999998,0.0,False,100,1,5,kind
7113,env:0fd7b54e0a2a55d4208d,test_transform_cache,EXACT-TEST-CACHE-HIT,project-script:test,exact_hit,exact_hit,test_transform_cache:josdejong__jsoneditor.0319b213:root:mocha:be56cc981d38,1371.861812,358.198352,2123.63305,4084.7325136,2123.63305,latest,751.7712379999998,latest,751.7712379999998,0.0,False,100,1,5,kind
7114,env:0fd7b54e0a2a55d4208d,test_transform_cache,EXACT-TEST-CACHE-COLD,project-script:test,artifact_cold,artifact_cold,test_transform_cache:josdejong__jsoneditor.0319b213:root:mocha:be56cc981d38,2124.660483,358.198352,1371.861812,2796.12064,2111.43726,fifo5_median,13.223222999999962,latest,752.798671,739.575448,False,100,2,5,kind
7115,env:0fd7b54e0a2a55d4208d,test_transform_cache,EXACT-TEST-CACHE-HIT,project-script:test,exact_hit,exact_hit,test_transform_cache:josdejong__jsoneditor.0319b213:root:mocha:be56cc981d38,1358.25194,358.198352,2124.660483,1813.3896680000003,2111.43726,fifo5_mean,455.13772800000015,latest,766.408543,311.27081499999986,False,100,2,5,kind
7116,env:0fd7b54e0a2a55d4208d,test_transform_cache,EXACT-TEST-CACHE-COLD,project-script:test,artifact_cold,artifact_cold,test_transform_cache:josdejong__jsoneditor.0319b213:root:mocha:be56cc981d38,2139.141605,358.198352,1358.25194,1662.752604,1371.861812,fifo5_mean,476.3890009999998,latest,780.8896649999997,304.5006639999999,False,100,3,5,kind
7117,env:0fd7b54e0a2a55d4208d,test_transform_cache,EXACT-TEST-CACHE-HIT,project-script:test,exact_hit,exact_hit,test_transform_cache:josdejong__jsoneditor.0319b213:root:mocha:be56cc981d38,1362.955831,358.198352,2139.141605,1823.509778,2123.63305,fifo5_mean,460.5539470000001,latest,776.1857739999998,315.6318269999997,False,100,3,5,kind
7118,env:0fd7b54e0a2a55d4208d,test_transform_cache,EXACT-TEST-CACHE-COLD,project-script:test,artifact_cold,artifact_cold,test_transform_cache:josdejong__jsoneditor.0319b213:root:mocha:be56cc981d38,529.421669,358.198352,1362.955831,1671.3743342000002,1371.861812,static,171.22331699999995,latest,833.534162,662.3108450000001,False,100,4,5,kind
7119,env:0fd7b54e0a2a55d4208d,test_transform_cache,EXACT-TEST-CACHE-COLD,project-script:test,artifact_cold,artifact_cold,test_transform_cache:josdejong__jsoneditor.0319b213:root:mocha:be56cc981d38,541.277063,358.198352,529.421669,1805.6588134,2123.63305,latest,11.855394000000047,latest,11.855394000000047,0.0,False,100,5,5,action
7120,env:0fd7b54e0a2a55d4208d,test_transform_cache,EXACT-TEST-CACHE-COLD,project-script:test,artifact_cold,artifact_cold,test_transform_cache:josdejong__jsoneditor.0319b213:root:mocha:be56cc981d38,519.378913,358.198352,541.277063,1491.6267739999998,2123.63305,latest,21.898149999999987,latest,21.898149999999987,0.0,False,100,5,5,action
7121,env:0fd7b54e0a2a55d4208d,repo_baseline,EXACT-REPO-MATERIALIZE,git-archive-materialize,artifact_cold,artifact_cold,repo_baseline:josdejong__mathjs:04e6e2d7a949d6ddc7d7139bf1e3a88e6fe5365b,21.032296,44.634718,0.027712,2.4188558000000002,0.033734,fifo5_mean,18.6134402,latest,21.004583999999998,2.3911437999999983,False,100,0,5,kind
7122,env:0fd7b54e0a2a55d4208d,repo_baseline,EXACT-REPO-ATTACH,source-tree-readiness,exact_hit,exact_hit,repo_baseline:josdejong__mathjs:04e6e2d7a949d6ddc7d7139bf1e3a88e6fe5365b,0.030591,44.634718,21.032296,6.619898599999999,5.957493,fifo5_median,5.926902,latest,21.001704999999998,15.074802999999998,False,100,0,5,kind
7123,env:0fd7b54e0a2a55d4208d,repo_baseline,EXACT-REPO-MATERIALIZE,git-archive-materialize,artifact_cold,artifact_cold,repo_baseline:josdejong__mathjs:04e6e2d7a949d6ddc7d7139bf1e3a88e6fe5365b,21.453899,44.634718,0.030591,5.434518199999999,0.033734,fifo5_mean,16.0193808,latest,21.423308,5.403927199999998,False,100,1,5,kind
7124,env:0fd7b54e0a2a55d4208d,repo_baseline,EXACT-REPO-ATTACH,source-tree-readiness,exact_hit,exact_hit,repo_baseline:josdejong__mathjs:04e6e2d7a949d6ddc7d7139bf1e3a88e6fe5365b,0.577839,44.634718,21.453899,9.7185512,6.048258,fifo5_median,5.470419,latest,20.87606,15.405641,False,100,1,5,kind
7125,env:0fd7b54e0a2a55d4208d,repo_baseline,EXACT-REPO-MATERIALIZE,git-archive-materialize,artifact_cold,artifact_cold,repo_baseline:josdejong__mathjs:04e6e2d7a949d6ddc7d7139bf1e3a88e6fe5365b,21.953713,44.634718,0.577839,8.6244674,0.577839,fifo5_mean,13.3292456,latest,21.375874,8.0466284,False,100,2,5,kind
7126,env:0fd7b54e0a2a55d4208d,repo_baseline,EXACT-REPO-ATTACH,source-tree-readiness,exact_hit,exact_hit,repo_baseline:josdejong__mathjs:04e6e2d7a949d6ddc7d7139bf1e3a88e6fe5365b,0.029314,44.634718,21.953713,13.0096676,21.032296,fifo5_mean,12.9803536,latest,21.924399,8.9440454,False,100,2,5,kind
7127,env:0fd7b54e0a2a55d4208d,repo_baseline,EXACT-REPO-MATERIALIZE,git-archive-materialize,artifact_cold,artifact_cold,repo_baseline:josdejong__mathjs:04e6e2d7a949d6ddc7d7139bf1e3a88e6fe5365b,22.246254,44.634718,0.029314,8.8090712,0.577839,fifo5_mean,13.4371828,latest,22.21694,8.7797572,False,100,3,5,kind
7128,env:0fd7b54e0a2a55d4208d,repo_baseline,EXACT-REPO-ATTACH,source-tree-readiness,exact_hit,exact_hit,repo_baseline:josdejong__mathjs:04e6e2d7a949d6ddc7d7139bf1e3a88e6fe5365b,0.029646,44.634718,22.246254,13.2522038,21.453899,fifo5_mean,13.2225578,latest,22.216608,8.9940502,False,100,3,5,kind
7129,env:0fd7b54e0a2a55d4208d,repo_baseline,EXACT-REPO-MATERIALIZE,git-archive-materialize,artifact_cold,artifact_cold,repo_baseline:josdejong__mathjs:04e6e2d7a949d6ddc7d7139bf1e3a88e6fe5365b,23.127367,44.634718,0.029646,8.967353200000002,0.577839,fifo5_mean,14.160013799999998,latest,23.097721,8.937707200000002,False,100,4,5,kind
7130,env:0fd7b54e0a2a55d4208d,repo_baseline,EXACT-REPO-ATTACH,source-tree-readiness,exact_hit,exact_hit,repo_baseline:josdejong__mathjs:04e6e2d7a949d6ddc7d7139bf1e3a88e6fe5365b,0.029794,44.634718,23.127367,13.477258800000001,21.953713,fifo5_mean,13.4474648,latest,23.097573,9.6501082,False,100,4,5,kind
7131,env:0fd7b54e0a2a55d4208d,repo_baseline,EXACT-REPO-MATERIALIZE,git-archive-materialize,artifact_cold,artifact_cold,repo_baseline:josdejong__mathjs:04e6e2d7a949d6ddc7d7139bf1e3a88e6fe5365b,23.821277,44.634718,23.127367,21.962705800000002,21.953713,latest,0.6939099999999989,latest,0.6939099999999989,0.0,False,100,5,5,action
7132,env:0fd7b54e0a2a55d4208d,repo_baseline,EXACT-REPO-ATTACH,source-tree-readiness,exact_hit,exact_hit,repo_baseline:josdejong__mathjs:04e6e2d7a949d6ddc7d7139bf1e3a88e6fe5365b,0.040112,44.634718,0.029794,0.1394368,0.029794,latest,0.010318,latest,0.010318,0.0,False,100,5,5,action
7133,env:0fd7b54e0a2a55d4208d,repo_baseline,EXACT-REPO-MATERIALIZE,git-archive-materialize,artifact_cold,artifact_cold,repo_baseline:josdejong__mathjs:04e6e2d7a949d6ddc7d7139bf1e3a88e6fe5365b,23.42574,44.634718,23.821277,22.520502,22.246254,latest,0.39553699999999736,latest,0.39553699999999736,0.0,False,100,5,5,action
7134,env:0fd7b54e0a2a55d4208d,repo_baseline,EXACT-REPO-ATTACH,source-tree-readiness,exact_hit,exact_hit,repo_baseline:josdejong__mathjs:04e6e2d7a949d6ddc7d7139bf1e3a88e6fe5365b,22.264896,44.634718,0.040112,0.141341,0.029794,fifo5_mean,22.123555,latest,22.224784,0.10122900000000001,False,100,5,5,action
7135,env:0fd7b54e0a2a55d4208d,source_overlay,EXACT-SOURCE-MATERIALIZE,directory-copy-reflink-auto,artifact_cold,artifact_cold,source_overlay:josdejong__mathjs.04e6e2d7:root,30.576663,0.7166815,1.026254,3.0758318,1.026254,fifo5_mean,27.5008312,latest,29.550409,2.049577799999998,False,100,0,5,kind
7136,env:0fd7b54e0a2a55d4208d,source_overlay,EXACT-SOURCE-RESET,discard-private-source-tree,dirty_reset,dirty_reset,source_overlay:josdejong__mathjs.04e6e2d7:root,6.53722,0.7166815,30.576663,8.9900706,6.164222,fifo5_median,0.37299799999999994,latest,24.039443,23.666445,False,100,0,5,kind
7137,env:0fd7b54e0a2a55d4208d,source_overlay,EXACT-SOURCE-MATERIALIZE,directory-copy-reflink-auto,artifact_cold,artifact_cold,source_overlay:josdejong__mathjs.04e6e2d7:root,30.444848,0.7166815,6.53722,9.0630232,6.164222,fifo5_mean,21.3818248,latest,23.907628000000003,2.525803200000002,False,100,1,5,kind
7138,env:0fd7b54e0a2a55d4208d,source_overlay,EXACT-SOURCE-RESET,discard-private-source-tree,dirty_reset,dirty_reset,source_overlay:josdejong__mathjs.04e6e2d7:root,6.544557,0.7166815,30.444848,14.9498414,6.53722,fifo5_median,0.007337000000000593,latest,23.900291,23.892954,False,100,1,5,kind
7139,env:0fd7b54e0a2a55d4208d,source_overlay,EXACT-SOURCE-MATERIALIZE,directory-copy-reflink-auto,artifact_cold,artifact_cold,source_overlay:josdejong__mathjs.04e6e2d7:root,28.251211,0.7166815,6.544557,15.0259084,6.544557,fifo5_mean,13.225302600000001,latest,21.706654,8.4813514,False,100,2,5,kind
7140,env:0fd7b54e0a2a55d4208d,source_overlay,EXACT-SOURCE-RESET,discard-private-source-tree,dirty_reset,dirty_reset,source_overlay:josdejong__mathjs.04e6e2d7:root,9.261699,0.7166815,28.251211,20.4708998,28.251211,static,8.5450175,latest,18.989512,10.444494500000001,False,100,2,5,kind
7141,env:0fd7b54e0a2a55d4208d,source_overlay,EXACT-SOURCE-MATERIALIZE,directory-copy-reflink-auto,artifact_cold,artifact_cold,source_overlay:josdejong__mathjs.04e6e2d7:root,24.45876,0.7166815,9.261699,16.207907,9.261699,fifo5_mean,8.250853000000003,latest,15.197061000000001,6.946207999999999,False,100,3,5,kind
7142,env:0fd7b54e0a2a55d4208d,source_overlay,EXACT-SOURCE-RESET,discard-private-source-tree,dirty_reset,dirty_reset,source_overlay:josdejong__mathjs.04e6e2d7:root,12.312703,0.7166815,24.45876,19.792215000000002,24.45876,fifo5_mean,7.4795120000000015,latest,12.146057,4.666544999999999,False,100,3,5,kind
7143,env:0fd7b54e0a2a55d4208d,source_overlay,EXACT-SOURCE-MATERIALIZE,directory-copy-reflink-auto,artifact_cold,artifact_cold,source_overlay:josdejong__mathjs.04e6e2d7:root,24.331266,0.7166815,12.312703,16.165786,12.312703,fifo5_mean,8.165479999999999,latest,12.018562999999999,3.853083,False,100,4,5,kind
7144,env:0fd7b54e0a2a55d4208d,source_overlay,EXACT-SOURCE-RESET,discard-private-source-tree,dirty_reset,dirty_reset,source_overlay:josdejong__mathjs.04e6e2d7:root,12.319515,0.7166815,24.331266,19.7231278,24.331266,fifo5_mean,7.403612799999999,latest,12.011750999999999,4.608138199999999,False,100,4,5,kind
7145,env:0fd7b54e0a2a55d4208d,source_overlay,EXACT-SOURCE-MATERIALIZE,directory-copy-reflink-auto,artifact_cold,artifact_cold,source_overlay:josdejong__mathjs.04e6e2d7:root,24.283828,0.7166815,24.331266,27.6125496,28.251211,latest,0.04743799999999965,latest,0.04743799999999965,0.0,False,100,5,5,action
7146,env:0fd7b54e0a2a55d4208d,source_overlay,EXACT-SOURCE-RESET,discard-private-source-tree,dirty_reset,dirty_reset,source_overlay:josdejong__mathjs.04e6e2d7:root,12.080439,0.7166815,12.319515,9.395138800000002,9.261699,latest,0.23907600000000073,latest,0.23907600000000073,0.0,False,100,5,5,action
7147,env:0fd7b54e0a2a55d4208d,source_overlay,EXACT-SOURCE-MATERIALIZE,directory-copy-reflink-auto,artifact_cold,artifact_cold,source_overlay:josdejong__mathjs.04e6e2d7:root,24.412475,0.7166815,24.283828,26.353982600000002,24.45876,fifo5_median,0.04628500000000102,latest,0.12864700000000084,0.08236199999999982,False,100,5,5,action
7148,env:0fd7b54e0a2a55d4208d,source_overlay,EXACT-SOURCE-RESET,discard-private-source-tree,dirty_reset,dirty_reset,source_overlay:josdejong__mathjs.04e6e2d7:root,11.946526,0.7166815,12.080439,10.503782600000001,12.080439,latest,0.13391299999999973,latest,0.13391299999999973,0.0,False,100,5,5,action
7149,env:0fd7b54e0a2a55d4208d,repo_baseline,EXACT-REPO-MATERIALIZE,git-archive-materialize,artifact_cold,artifact_cold,repo_baseline:marko-js__marko:24b9402cd54c3a74f200da0f79dd19350995a9ba,253.3147,44.634718,22.264896,13.9163638,22.264896,static,208.679982,latest,231.049804,22.369822,False,100,0,5,kind
7150,env:0fd7b54e0a2a55d4208d,repo_baseline,EXACT-REPO-ATTACH,source-tree-readiness,exact_hit,exact_hit,repo_baseline:marko-js__marko:24b9402cd54c3a74f200da0f79dd19350995a9ba,15.934207,44.634718,253.3147,64.57334499999999,23.42574,fifo5_median,7.491533,latest,237.380493,229.88896,False,100,0,5,kind
7151,env:0fd7b54e0a2a55d4208d,repo_baseline,EXACT-REPO-MATERIALIZE,git-archive-materialize,artifact_cold,artifact_cold,repo_baseline:marko-js__marko:24b9402cd54c3a74f200da0f79dd19350995a9ba,194.747641,44.634718,15.934207,62.995931,22.264896,fifo5_mean,131.75171,latest,178.81343399999997,47.06172399999997,False,100,1,5,kind
7152,env:0fd7b54e0a2a55d4208d,repo_baseline,EXACT-REPO-ATTACH,source-tree-readiness,exact_hit,exact_hit,repo_baseline:marko-js__marko:24b9402cd54c3a74f200da0f79dd19350995a9ba,0.032785,44.634718,194.747641,101.9374368,23.42574,fifo5_median,23.392955,latest,194.714856,171.321901,False,100,1,5,kind
7153,env:0fd7b54e0a2a55d4208d,repo_baseline,EXACT-REPO-MATERIALIZE,git-archive-materialize,artifact_cold,artifact_cold,repo_baseline:marko-js__marko:24b9402cd54c3a74f200da0f79dd19350995a9ba,198.030576,44.634718,0.032785,97.25884579999999,22.264896,fifo5_mean,100.77173020000001,latest,197.997791,97.2260608,False,100,2,5,kind
7154,env:0fd7b54e0a2a55d4208d,repo_baseline,EXACT-REPO-ATTACH,source-tree-readiness,exact_hit,exact_hit,repo_baseline:marko-js__marko:24b9402cd54c3a74f200da0f79dd19350995a9ba,0.968836,44.634718,198.030576,132.41198179999998,194.747641,static,43.665881999999996,latest,197.06174,153.39585799999998,False,100,2,5,kind
7155,env:0fd7b54e0a2a55d4208d,repo_baseline,EXACT-REPO-MATERIALIZE,git-archive-materialize,artifact_cold,artifact_cold,repo_baseline:marko-js__marko:24b9402cd54c3a74f200da0f79dd19350995a9ba,202.646478,44.634718,0.968836,81.942809,15.934207,fifo5_mean,120.703669,latest,201.677642,80.97397299999999,False,100,3,5,kind
7156,env:0fd7b54e0a2a55d4208d,repo_baseline,EXACT-REPO-ATTACH,source-tree-readiness,exact_hit,exact_hit,repo_baseline:marko-js__marko:24b9402cd54c3a74f200da0f79dd19350995a9ba,0.989073,44.634718,202.646478,119.28526319999999,194.747641,static,43.645645,latest,201.657405,158.01176,False,100,3,5,kind
7157,env:0fd7b54e0a2a55d4208d,repo_baseline,EXACT-REPO-MATERIALIZE,git-archive-materialize,artifact_cold,artifact_cold,repo_baseline:marko-js__marko:24b9402cd54c3a74f200da0f79dd19350995a9ba,197.153747,44.634718,0.989073,80.5335496,0.989073,fifo5_mean,116.62019740000001,latest,196.16467400000002,79.54447660000001,False,100,4,5,kind
7158,env:0fd7b54e0a2a55d4208d,repo_baseline,EXACT-REPO-ATTACH,source-tree-readiness,exact_hit,exact_hit,repo_baseline:marko-js__marko:24b9402cd54c3a74f200da0f79dd19350995a9ba,1.075879,44.634718,197.153747,119.95774200000001,197.153747,static,43.558839,latest,196.07786800000002,152.51902900000002,False,100,4,5,kind
7159,env:0fd7b54e0a2a55d4208d,repo_baseline,EXACT-REPO-MATERIALIZE,git-archive-materialize,artifact_cold,artifact_cold,repo_baseline:marko-js__marko:24b9402cd54c3a74f200da0f79dd19350995a9ba,202.834107,44.634718,197.153747,209.17862839999998,198.030576,fifo5_median,4.8035309999999924,latest,5.680359999999979,0.8768289999999865,False,100,5,5,action
7160,env:0fd7b54e0a2a55d4208d,repo_baseline,EXACT-REPO-ATTACH,source-tree-readiness,exact_hit,exact_hit,repo_baseline:marko-js__marko:24b9402cd54c3a74f200da0f79dd19350995a9ba,0.967425,44.634718,1.075879,3.8001560000000003,0.989073,fifo5_median,0.021648,latest,0.10845400000000005,0.08680600000000005,False,100,5,5,action
7161,env:0fd7b54e0a2a55d4208d,repo_baseline,EXACT-REPO-MATERIALIZE,git-archive-materialize,artifact_cold,artifact_cold,repo_baseline:marko-js__marko:24b9402cd54c3a74f200da0f79dd19350995a9ba,195.343951,44.634718,202.834107,199.0825098,198.030576,fifo5_median,2.6866249999999923,latest,7.490155999999985,4.8035309999999924,False,100,5,5,action
7162,env:0fd7b54e0a2a55d4208d,repo_baseline,EXACT-REPO-ATTACH,source-tree-readiness,exact_hit,exact_hit,repo_baseline:marko-js__marko:24b9402cd54c3a74f200da0f79dd19350995a9ba,0.031448,44.634718,0.967425,0.8067996000000001,0.968836,fifo5_mean,0.7753516,latest,0.935977,0.16062539999999992,False,100,5,5,action
7163,env:0fd7b54e0a2a55d4208d,source_overlay,EXACT-SOURCE-MATERIALIZE,directory-copy-reflink-auto,artifact_cold,artifact_cold,source_overlay:marko-js__marko.24b9402c:root,296.3956,0.7166815,11.946526,17.0085566,12.319515,fifo5_mean,279.3870434,latest,284.449074,5.062030600000014,False,100,0,5,kind
7164,env:0fd7b54e0a2a55d4208d,source_overlay,EXACT-SOURCE-RESET,discard-private-source-tree,dirty_reset,dirty_reset,source_overlay:marko-js__marko.24b9402c:root,149.056455,0.7166815,296.3956,73.82377360000001,24.283828,fifo5_mean,75.23268139999999,latest,147.339145,72.10646360000001,False,100,0,5,kind
7165,env:0fd7b54e0a2a55d4208d,source_overlay,EXACT-SOURCE-MATERIALIZE,directory-copy-reflink-auto,artifact_cold,artifact_cold,source_overlay:marko-js__marko.24b9402c:root,253.033943,0.7166815,149.056455,98.778299,24.412475,latest,103.977488,latest,103.977488,0.0,False,100,1,5,kind
7166,env:0fd7b54e0a2a55d4208d,source_overlay,EXACT-SOURCE-RESET,discard-private-source-tree,dirty_reset,dirty_reset,source_overlay:marko-js__marko.24b9402c:root,150.745321,0.7166815,253.033943,146.9689998,149.056455,fifo5_median,1.6888659999999902,latest,102.288622,100.59975600000001,False,100,1,5,kind
7167,env:0fd7b54e0a2a55d4208d,source_overlay,EXACT-SOURCE-MATERIALIZE,directory-copy-reflink-auto,artifact_cold,artifact_cold,source_overlay:marko-js__marko.24b9402c:root,262.78703,0.7166815,150.745321,172.235569,150.745321,fifo5_mean,90.55146100000002,latest,112.04170900000003,21.49024800000001,False,100,2,5,kind
7168,env:0fd7b54e0a2a55d4208d,source_overlay,EXACT-SOURCE-RESET,discard-private-source-tree,dirty_reset,dirty_reset,source_overlay:marko-js__marko.24b9402c:root,147.298081,0.7166815,262.78703,222.4036698,253.033943,fifo5_mean,75.10558879999999,latest,115.48894900000002,40.38336020000003,False,100,2,5,kind
7169,env:0fd7b54e0a2a55d4208d,source_overlay,EXACT-SOURCE-MATERIALIZE,directory-copy-reflink-auto,artifact_cold,artifact_cold,source_overlay:marko-js__marko.24b9402c:root,271.771619,0.7166815,147.298081,192.584166,150.745321,fifo5_mean,79.18745299999998,latest,124.47353799999999,45.286085000000014,False,100,3,5,kind
7170,env:0fd7b54e0a2a55d4208d,source_overlay,EXACT-SOURCE-RESET,discard-private-source-tree,dirty_reset,dirty_reset,source_overlay:marko-js__marko.24b9402c:root,146.944048,0.7166815,271.771619,217.1271988,253.033943,fifo5_mean,70.18315079999999,latest,124.82757099999998,54.644420199999985,False,100,3,5,kind
7171,env:0fd7b54e0a2a55d4208d,source_overlay,EXACT-SOURCE-MATERIALIZE,directory-copy-reflink-auto,artifact_cold,artifact_cold,source_overlay:marko-js__marko.24b9402c:root,266.726539,0.7166815,146.944048,195.90921980000002,150.745321,fifo5_mean,70.81731919999999,latest,119.782491,48.96517180000001,False,100,4,5,kind
7172,env:0fd7b54e0a2a55d4208d,source_overlay,EXACT-SOURCE-RESET,discard-private-source-tree,dirty_reset,dirty_reset,source_overlay:marko-js__marko.24b9402c:root,143.171893,0.7166815,266.726539,219.10546340000002,262.78703,fifo5_mean,75.93357040000001,latest,123.55464599999999,47.62107559999998,False,100,4,5,kind
7173,env:0fd7b54e0a2a55d4208d,source_overlay,EXACT-SOURCE-MATERIALIZE,directory-copy-reflink-auto,artifact_cold,artifact_cold,source_overlay:marko-js__marko.24b9402c:root,268.331847,0.7166815,266.726539,270.1429462,266.726539,latest,1.6053079999999795,latest,1.6053079999999795,0.0,False,100,5,5,action
